논문명,저자명,발행연도,인용된 총 횟수,참고문헌 수,소속기관,소속기관_정규화,주제분야,학술지명,발행기관명,주제어,키워드_정규화,URL,논문 ID,초록,영어초록,참고문헌목록,DOI,언어,호,등재구분,지도교수,학위구분,해외_학맥_여부,지도교수_국가
감사 연습의 도덕교육적 의의,추병완,2015,9,29,춘천교육대학교,춘천교육대학교,윤리교육학,초등도덕교육,한국초등도덕교육학회,"감사, 감사 개입, 긍정심리학, 도덕 정서, 도덕교육, 덕윤리학","감사, 감사 개입, 긍정심리학, 덕윤리학, 도덕 정서, 도덕교육",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001977517,ART001977517,,,,,,,,,,,
정치리더십의 오센티서티(Authenticity)회복을 위한 윤리적 탐색,임윤서,2009,1,61,신라대학교,신라대학교,기타사회과학일반,한국시민윤리학회보,한국시민윤리학회,"정치리더십, 윤리적 리더십, 의무윤리, 덕 윤리, 오센티서티","덕 윤리, 오센티서티, 윤리적 리더십, 의무윤리, 정치리더십",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001349949,ART001349949,,,,,,,,,,,
긍정심리학의 덕 이론,박장호,2014,8,77,경성대학교,경성대학교,윤리교육학,윤리교육연구,한국윤리교육학회,"M. 셀리그먼, 긍정심리학, 도덕교육, 덕과 행복, 덕 윤리학, 인격교육","M. 셀리그먼, 긍정심리학, 덕 윤리학, 덕과 행복, 도덕교육, 인격교육",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001872698,ART001872698,,,,,,,,,,,
엔지니어의 내부고발과 덕,윤혜진,2025,0,20,서원대학교,서원대학교,철학,동서철학연구,한국동서철학회,"엔지니어윤리, 전문가로서 엔지니어, 비판적 충성, 내부고발, 내부고발과 덕","내부고발, 내부고발과 덕, 비판적 충성, 엔지니어윤리, 전문가로서 엔지니어",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003188771,ART003188771,,,,,,,,,,,
다문화'적응을 위한 윤리교육,정순미,2008,8,53,성신여자대학교,성신여자대학교,학제간연구,倫理硏究,한국윤리학회,"다문화, 다문화주의, 다문화교육, 단일 민족주의, 공동체주의, 덕목중심 윤리교육, 원리중심 윤리교육, 관용, 배려","공동체주의, 관용, 다문화, 다문화교육, 다문화주의, 단일 민족주의, 덕목중심 윤리교육, 배려, 원리중심 윤리교육",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001264429,ART001264429,,,,,,,,,,,
도덕교육의 서양윤리학적 접근,변순용,2012,11,20,서울교육대학교,서울교육대학교,교육학,도덕윤리과교육,한국도덕윤리과교육학회,"의무론적 접근, 가치론적 접근, 공리주의적 접근, 계약론적 접근, 담론윤리적 접근, 책임윤리적 접근, 덕윤리적 접근","가치론적 접근, 계약론적 접근, 공리주의적 접근, 담론윤리적 접근, 덕윤리적 접근, 의무론적 접근, 책임윤리적 접근",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001718651,ART001718651,,,,,,,,,,,
도덕체계와 사회구조의 상관성 －덕의 윤리와 의무 윤리의 사회적 기반－,황경식,2009,16,22,서울대학교,서울대학교,철학,철학사상,철학사상연구소,"의무윤리, 규칙윤리, 덕윤리, 다원주의, 최소윤리, 비결정성","규칙윤리, 다원주의, 덕윤리, 비결정성, 의무윤리, 최소윤리",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001344615,ART001344615,,,,,,,,,,,
대지윤리의 윤리적 쟁점들,김남준,2022,1,22,충북대학교,국립충북대학교,학제간연구,倫理硏究,한국윤리학회,"레오폴드, 대지윤리, 생명 공동체, 생태중심주의, 전체론","대지윤리, 레오폴드, 생명 공동체, 생태중심주의, 전체론",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002853925,ART002853925,,,,,,,,,,,
칸트의 덕과 덕-감정,맹주만,2011,14,21,중앙대학교,중앙대학교,철학,칸트연구,한국칸트학회,"칸트, 아리스토텔레스, 덕, 성품, 덕의무, 덕의지, 덕-감정","덕, 덕-감정, 덕의무, 덕의지, 성품, 아리스토텔레스, 칸트",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001609284,ART001609284,,,,,,,,,,,
덕교육적 접근과 도덕과 교육과정,유병열,2004,23,70,서울교육대학교,서울교육대학교,교육학,도덕윤리과교육,한국도덕윤리과교육학회,"덕, 인격, 도덕교육, 덕교육적 접근, 덕윤리학, 아리스토텔레스의 덕교육, 도덕과 교육과정","덕, 덕교육적 접근, 덕윤리학, 도덕과 교육과정, 도덕교육, 아리스토텔레스의 덕교육, 인격",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001162550,ART001162550,,,,,,,,,,,
빅데이터(Big Data)와 인식적 상황주의(Epistemic Situationism)의 도전에 대한 고찰,한곽희,2024,0,34,영남대학교 철학과,영남대학교,철학,철학연구,대한철학회,"빅데이터, 인식적 상황주의, 덕인식론, 자율성, 고정관념","고정관념, 덕인식론, 빅데이터, 인식적 상황주의, 자율성",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003140307,ART003140307,,,,,,,,,,,
성과 결혼의 윤리적 정당화: 칸트의 입장을 중심으로,이원봉,2011,7,12,세종대학교,세종대학교,서양철학,생명연구,생명문화연구소,"성 윤리, 칸트 윤리학, 덕윤리학, 자유지상주의, 자연법","덕윤리학, 성 윤리, 자연법, 자유지상주의, 칸트 윤리학",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001529905,ART001529905,,,,,,,,,,,
매뉴얼 모델로서의 공학윤리와 융통성의 덕,한곽희,2021,1,31,영남대학교,영남대학교,철학,철학연구,대한철학회,"매뉴얼 모델, 애나스(Julia Annas), 융통성, 덕, 밸러(Shannon Vallor)","Julia Annas, Shannon Vallor, 덕, 매뉴얼 모델, 밸러, 애나스, 융통성",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002747329,ART002747329,,,,,,,,,,,
흄의 두 수준 덕론과 평가에 관한 연구,권오영,2021,0,16,한국교원대학교,한국교원대학교,학제간연구,倫理硏究,한국윤리학회,"흄, 두 수준 덕론, 동기, 옳은 행위, 평가","동기, 두 수준 덕론, 옳은 행위, 평가, 흄",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002731640,ART002731640,,,,,,,,,,,
특수체육실천영역에 관한 윤리학적 고찰,조가람,2020,1,56,나사렛대학교,나사렛대학교,체육,체육과학연구,국민체육진흥공단 한국스포츠과학원,"윤리, 특수체육, 공리주의, 의무주의, 원칙주의, 덕윤리, 돌봄의 윤리","공리주의, 덕윤리, 돌봄의 윤리, 원칙주의, 윤리, 의무주의, 특수체육",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002603597,ART002603597,,,,,,,,,,,
도덕교육에 대한 덕접근의 쟁점과 과제,노영란,2007,3,31,광주교대,광주교육대학교,학제간연구,倫理硏究,한국윤리학회,"덕윤리, 도덕교육에 대한 덕접근, 도덕교육에 대한 원리적 접근, 인격특질, 행위자판단, 행위판단, 통합적 접근","덕윤리, 도덕교육에 대한 덕접근, 도덕교육에 대한 원리적 접근, 인격특질, 통합적 접근, 행위자판단, 행위판단",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001060317,ART001060317,,,,,,,,,,,
혐오와 덕의 공동체 - 스탠리 하우어스의 덕윤리를 통한 혐오문화의 기독교윤리적 극복방안에 대한 연구,이근식,2017,6,45,감리교신학대학교,감리교신학대학교,기독교신학,기독교사회윤리,한국기독교사회윤리학회,"혐오, 덕, 성품, 공동체","공동체, 덕, 성품, 혐오",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002219660,ART002219660,,,,,,,,,,,
『논어(論語)』의 덕(德)과 도(道)⋅인(仁)⋅예(藝),지준호;조장연,2022,1,21,서울교육대학교,서울교육대학교,동양철학일반,동방문화와 사상,동양학연구소,"『論語』, 儒學, 德, 道, 仁, 藝, 性理學.","『論語』, 仁, 儒學, 德, 性理學., 藝, 道",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002920861,ART002920861,,,,,,,,,,,
생명복제 시대의 기독교 윤리 방법론,김광연,2015,0,42,숭실대학교,숭실대학교,기타기독교신학,한국개혁신학,한국개혁신학회,"연역적 방법론, 귀납적 방법론, 상황윤리, 덕윤리, 공동체, 책임윤리","공동체, 귀납적 방법론, 덕윤리, 상황윤리, 연역적 방법론, 책임윤리",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001993877,ART001993877,,,,,,,,,,,
칸트 덕론에서 덕의무의 성격과 의의,노영란,2021,2,21,전남대학교,전남대학교,교육학,도덕윤리과교육,한국도덕윤리과교육학회,"칸트, 의무, 덕, 덕의무, 의무로부터의 행위, 동기화, 규범적 정당화","규범적 정당화, 덕, 덕의무, 동기화, 의무, 의무로부터의 행위, 칸트",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002687720,ART002687720,,,,,,,,,,,
덕 발달과 행위판단,노영란,2020,0,20,전남대학교,전남대학교,교육학,도덕윤리과교육,한국도덕윤리과교육학회,"아리스토텔레스, 스완톤(Christine Swanton), 덕, 상대적인 덕, 덕 발달, 덕 교육, 행위판단","Christine Swanton, 덕, 덕 교육, 덕 발달, 상대적인 덕, 스완톤, 아리스토텔레스, 행위판단",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002562388,ART002562388,,,,,,,,,,,
성덕(成德)과 재진(材盡): 왕충의 도덕교육사상 연구,정환희,2019,0,17,서원대학교,서원대학교,교육학,교육발전,사범대학 부설 교육연구소,"왕충, 도덕교육, 교화론, 성덕, 재진","교화론, 도덕교육, 성덕, 왕충, 재진",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002522082,ART002522082,,,,,,,,,,,
연구윤리의 방법론에 대한 기독교윤리적 고찰,조용훈,2008,3,27,한남대학교,한남대학교,기독교신학,신학사상,신학사상연구소,"연구윤리, 지적 정직성, 덕윤리적 접근, 책임윤리적 접근, 사회윤리적 접근","덕윤리적 접근, 사회윤리적 접근, 연구윤리, 지적 정직성, 책임윤리적 접근",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001253383,ART001253383,,,,,,,,,,,
응용윤리 관점에서 바라본 스포츠윤리,김은혜;박인혜;김미숙,2021,3,21,성신여자대학교,성신여자대학교,체육,움직임의 철학 : 한국체육철학회지,한국체육철학회,"스포츠윤리, 응용윤리, 윤리적 공백, 덕윤리, 배려윤리, 책임윤리","덕윤리, 배려윤리, 스포츠윤리, 윤리적 공백, 응용윤리, 책임윤리",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002699125,ART002699125,,,,,,,,,,,
도덕성 향상을 위한 약리학적 접근 비판 - 정신건강 덕향상을 중심으로 -,최용성,2021,2,52,부산대학교,부산대학교,철학,대동철학,대동철학회,"트랜스휴머니즘, 약리학, 덕윤리학, 정서 조작, 도덕적 판단","덕윤리학, 도덕적 판단, 약리학, 정서 조작, 트랜스휴머니즘",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002761220,ART002761220,,,,,,,,,,,
인공지능 윤리의 주요 쟁점과 필수 고려사항,박휴용,2022,9,49,전북대학교,전북대학교,교육학,열린교육연구,한국열린교육학회,"인공지능 윤리, 윤리적 주체성, 윤리적 인공지능, AI 알고리즘","AI 알고리즘, 윤리적 인공지능, 윤리적 주체성, 인공지능 윤리",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002898871,ART002898871,,,,,,,,,,,
‘사회적 직관주의’가 지니는 도덕교육적 함의,박병기;김민재,2012,19,36,한국교원대학교,한국교원대학교,학제간연구,倫理硏究,한국윤리학회,"도덕적 직관, 도덕적 정서, 사회적 직관주의, 도덕 기초 이론, 도덕 영역의 확장, 덕 윤리, 반편견 교육","덕 윤리, 도덕 기초 이론, 도덕 영역의 확장, 도덕적 정서, 도덕적 직관, 반편견 교육, 사회적 직관주의",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001645508,ART001645508,,,,,,,,,,,
유학에서 덕의 윤리와 인성함양의 도덕적 삶,이천승,2016,4,16,성균관대학교,성균관대학교,철학,철학논총,새한철학회,"인성, 유학, 인의예지, 덕윤리, 주자.","덕윤리, 유학, 인성, 인의예지, 주자.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002077078,ART002077078,,,,,,,,,,,
스포츠에서 심판의 공정함에 대한 논의,서경화,2009,32,19,용인대학교,용인대학교,체육,움직임의 철학 : 한국체육철학회지,한국체육철학회,"심판, 공정성, 의무윤리, 덕, 용기","공정성, 덕, 심판, 용기, 의무윤리",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001359741,ART001359741,,,,,,,,,,,
도덕이론의 관점에서 바라 본 칸트의 ‘무관심성’,김원철,2014,0,30,동덕여자대학교,동덕여자대학교,철학,범한철학,범한철학회,"의무론적 윤리학, 덕 윤리, 무관심성, 이해관심, 선의지","덕 윤리, 무관심성, 선의지, 의무론적 윤리학, 이해관심",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001859859,ART001859859,,,,,,,,,,,
Schiller meets “Grand Theft Auto”: Perspectives of Video Game Ethics,랄프베이탄,2021,2,37,명지대학교,명지대학교,철학,철학,한국철학회,"Video Game Ethics, Schiller, Amorality und Premorality, “Grand Theft Auto”, situational Ethics","Amorality und Premorality, Schiller, Video Game Ethics, situational Ethics, “Grand Theft Auto”",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002751008,ART002751008,,,,,,,,,,,
칸트의 덕개념의 특징과 의의,노영란,2016,2,27,전남대학교,전남대학교,철학,철학논총,새한철학회,"칸트, 아리스토텔레스, 덕, 옳음, 좋음, 도덕법칙, 중용, 미결정성","덕, 도덕법칙, 미결정성, 아리스토텔레스, 옳음, 좋음, 중용, 칸트",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002130164,ART002130164,,,,,,,,,,,
초등학교 도덕과 교육과정의 변천과정에 나타난 도덕교육의 성격 고찰,노철현,2015,6,21,서울교육대학교,서울교육대학교,기타교육학,한국초등교육,초등교육연구원,"제7차 교육과정, 도덕과 교육과정, 덕 윤리학, 아레테, 사회적 실천","덕 윤리학, 도덕과 교육과정, 사회적 실천, 아레테, 제7차 교육과정",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001977638,ART001977638,,,,,,,,,,,
롤즈(Rawls)의 도덕이론에 대한 비판적 고찰,오창진;김상현;박선영;김회용,2011,4,44,부산대학교,부산대학교,교육학,교육사상연구,한국교육사상학회,"공동체주의, 덕 윤리, 롤즈, 여성주의 윤리학, 인정 도덕","공동체주의, 덕 윤리, 롤즈, 여성주의 윤리학, 인정 도덕",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001580504,ART001580504,,,,,,,,,,,
의료 전문직의 역할과 도덕적 덕,류재한,2020,1,23,경상대학교,경상국립대학교,윤리학,윤리학,한국윤리학회(8A3209),"의료 전문직, 도덕적 덕, 돌봄, 원칙과 덕의 상보성","도덕적 덕, 돌봄, 원칙과 덕의 상보성, 의료 전문직",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002643259,ART002643259,,,,,,,,,,,
기후변화에 대한 윤리학적 고찰,노희정,2018,6,20,광주교육대학교,광주교육대학교,과학/자연철학,환경철학,한국환경철학회,"기후변화, 기후정의, 덕 윤리, 책임, 비이상적 윤리이론","기후변화, 기후정의, 덕 윤리, 비이상적 윤리이론, 책임",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002419361,ART002419361,,,,,,,,,,,
도덕지능의 초등 도덕교육적 함의,노희정,2006,10,23,광주교육대학교 윤리교육과 전임강사,광주교육대학교,윤리교육학,초등도덕교육,한국초등도덕교육학회,"도덕지능, 다중지능, 도덕적 상상력, 덕윤리, 도덕교육, 봉사활동","다중지능, 덕윤리, 도덕교육, 도덕적 상상력, 도덕지능, 봉사활동",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001003559,ART001003559,,,,,,,,,,,
